"Mag","AccX","AccY","RateX","RateY","RateZ"
-101.564,1.70519,69.2627,-2.02487,0.380416,0.358731
-101.671,1.70519,69.2627,-2.43109,0.119577,-0.095295
-101.437,3.09512,59.2495,-2.78921,-0.0248928,-0.0244346
-102.017,3.09512,59.2495,-2.91719,0.445779,0.427453
-102.376,3.09512,59.2495,-2.55311,0.393397,0.393245
-102.313,3.09512,59.2495,-2.2712,-0.0233656,-0.205556
-102.318,1.97808,52.1461,-2.65803,0.282372,-0.0801761
-102.647,1.97808,52.1461,-2.98789,0.494954,0.164934
-103.131,1.97808,52.1461,-2.31274,0.0574213,-0.114385
-103.127,1.97808,52.1461,-2.38711,-0.107665,-0.359036
-103.159,-7.05018,37.5152,-3.68779,0.114385,-0.219453
-104.149,-7.05018,37.5152,-3.81012,0.906982,0.491136
-105.222,-7.05018,37.5152,-2.75149,0.471893,0.42333
-105.891,-7.05018,37.5152,-2.32938,-1.12491,-1.15545
-107.766,-9.31466,14.6978,-2.84633,-1.0093,-1.01404
-109.304,-9.31466,14.6978,-2.00776,0.572533,0.723417
-109.319,-9.31466,14.6978,-0.65164,0.608727,0.407142
-108.385,-9.31466,14.6978,-0.0250455,0.161727,-0.732427
-108.185,-5.98694,3.50539,-0.465174,-0.41997,-0.644157
-108.89,-5.98694,3.50539,-0.354607,-0.110108,-0.156382
-108.64,-5.98694,3.50539,-0.215941,0.41493,0.282678
-108.071,-5.98694,3.50539,-0.0615447,0.166919,0.221133
-108.591,5.73708,-4.24648,0.0229074,-0.00458149,-0.136834
-107.393,5.73708,-4.24648,0.125838,0.103084,-0.153022
-107.176,5.73708,-4.24648,0.174707,0.277791,-0.0514654
-106.668,5.73708,-4.24648,0.214719,0.152869,0.152716
-106.51,0.447529,-1.11888,0.205251,0.0523817,0.0775799
-106.435,0.447529,-1.11888,0.184481,-0.105527,-0.0902553
-106.637,0.447529,-1.11888,0.166766,-0.0171042,0.0122173
-106.637,0.447529,-1.11888,0.0800233,0.043066,0.122326
-106.591,0,-0.218685,0.067806,-0.0832304,0.0926988
-106.854,0,-0.218685,0.0956004,-0.168904,0.0229074
-106.854,0,-0.218685,0.140652,-0.0412334,0.032834
-106.715,0,-0.218685,0.0638354,0.0448986,0.100335
-106.746,1.54805,-0.663386,0.0707076,0.12202,0.110567
-106.761,1.54805,-0.663386,0.132405,0.0600175,0.0742201
-106.854,1.54805,-0.663386,0.143859,0.0137445,0.0638354
-106.669,1.54805,-0.663386,0.126144,0.0149662,0.0496328
-106.928,1.74893,-0.218583,0.10965,-0.0919352,-0.0331394
-106.381,1.74893,-0.218583,0.112094,-0.0807869,-0.0083994
-105.989,1.74893,-0.218583,0.0832304,-0.0401644,0.0401644
-106.684,0,0,0.115912,0.0018326,0.0699441
-106.532,0,0,0.0517708,0.0594066,0.0722348
-107.115,0,0,0.022602,-0.113163,-0.00977384
-106.73,0,0,0.0583376,0.0160352,0.0404698
-106.775,-0.460164,0.690255,0.0804815,-0.0340557,0.0264199
-107.126,-0.460164,0.690255,0.0224493,0.0291688,0.0723875
-106.881,-0.460164,0.690255,0.0413861,0.0148135,0.0499382
-107.469,-0.460164,0.690255,0.0671952,-0.100793,-0.00351248
-107.278,-0.445859,-0.445859,0.104763,-0.0610865,0.013439
-107.278,-0.445859,-0.445859,0.0815505,-0.0261145,0.0322231
-106.987,-0.445859,-0.445859,0.0507018,-0.00610865,0.0397062
-107.126,-0.445859,-0.445859,0.0587958,-0.0329867,0.0271835
-107.486,0.227361,0.227361,0.0644463,-0.0762054,-0.0184787
-107.43,0.227361,0.227361,0.0423024,-0.0169515,0.00290161
-107.278,0.227361,0.227361,0.0265726,0.0106901,0.0329867
-107.325,0.227361,0.227361,0.0407753,0.0827722,0.0682642
-107.43,0.439036,-0.219517,0.0160352,-0.0775799,0.039859
-106.974,0.439036,-0.219517,0.0383318,-0.0813978,0.0270308
-107.678,0.439036,-0.219517,0.0484111,0.0351248,0.0510072
-107.622,0.439036,-0.219517,0.0589485,-0.0074831,0.0351248
-107.373,-0.225571,0.225571,0.0601702,0.0583376,0.0807869
-107.678,-0.225571,0.225571,0.043066,0.0407753,0.0653626
-107.325,-0.225571,0.225571,0.0589485,0.0232129,0.0445932
-107.373,-0.225571,0.225571,0.033903,-0.046273,0.00687223
-107.574,0,-0.888235,0.0536034,0.000763582,0.00351248
-107.067,0,-0.888235,0.0568105,0.0427606,0.0377209
-107.622,0,-0.888235,0.0664316,-0.0389427,0.0287107
-107.574,0,-0.888235,0.0578795,0.0137445,0.0125227
-107.373,0.884642,-1.10583,0.0445932,-0.0749837,-0.0375682
-107.72,0.884642,-1.10583,0.086132,-0.00366519,-0.0181732
-107.268,0.884642,-1.10583,0.0901026,0.0288634,0.0154243
-107.325,0.884642,-1.10583,0.0774272,-0.0502437,-0.0065668
-107.373,-0.444131,0.444131,0.044135,-0.0493274,0.00931569
