"Mag","AccX","AccY","RateX","RateY","RateZ"
-131.262,60.6106,-5.88352,-0.822225,4.99932,-0.779006
-124.509,60.6106,-5.88352,-1.43889,4.99932,-0.660803
-116.168,60.6106,-5.88352,-0.525039,4.99932,-0.293521
-108.136,60.6106,-5.88352,-0.0959058,4.99932,-0.328951
-100.46,18.2212,-0.67185,-1.04198,4.18351,-0.442725
-93.6717,18.2212,-0.67185,-1.14201,3.45429,-0.344833
-91.5523,18.2212,-0.67185,-0.461661,1.6585,0.0920879
-89.2152,18.2212,-0.67185,-0.121868,0.780838,0.170126
-89.0531,-9.20393,-0.894124,-0.0308487,0.163865,0.0487165
-88.2879,-9.20393,-0.894124,0.135765,0.558636,0.0427606
-87.3835,-9.20393,-0.894124,0.344375,0.608727,0.185092
-86.6064,-9.20393,-0.894124,0.257938,0.0838413,0.49984
-87.8676,-8.5296,0.944279,0.250607,-0.127518,0.396757
-87.1072,-8.5296,0.944279,0.392939,0.537256,0.378126
-85.4898,-8.5296,0.944279,1.62475,1.33734,0.481209
-85.4374,-8.5296,0.944279,1.09895,0.784046,0.803746
-87.2276,-2.39483,5.51501,0.987311,-0.419817,2.10092
-91.8691,-2.39483,5.51501,1.01663,-0.722348,2.89794
-97.0603,-2.39483,5.51501,0.971887,-0.395993,3.70887
-102.748,-2.39483,5.51501,1.25395,-0.673479,3.65435
-109.022,6.44743,5.01048,-0.239765,-2.34847,2.97033
-117.111,6.44743,5.01048,-0.277944,-2.47828,3.77209
-126.415,6.44743,5.01048,0.0167988,-1.84894,4.98756
-134.162,6.44743,5.01048,-0.358731,-1.10903,4.95946
-138.347,22.6184,-0.629599,-0.886365,-1.175,4.5398
-146.245,22.6184,-0.629599,-0.950354,-0.938747,3.79805
-153.067,22.6184,-0.629599,-0.714254,-0.747546,3.8596
-157.914,22.6184,-0.629599,-0.0386372,-0.0653626,2.66994
-161.528,25.028,-8.78761,0.333685,-0.209374,2.64077
-164.652,25.028,-8.78761,0.153327,-0.514959,2.68964
-166.881,25.028,-8.78761,1.01297,0.144622,2.17743
-169.132,25.028,-8.78761,0.630566,-0.167835,2.01097
-170.616,10.224,-8.11075,1.08276,0.734565,1.93614
-171.631,10.224,-8.11075,1.66812,0.723264,1.84939
-171.161,10.224,-8.11075,2.6174,0.981202,2.09466
-172.082,10.224,-8.11075,1.06459,0.85796,2.07236
-173.56,14.1585,5.3105,0.572228,0.619875,1.95233
-176.16,14.1585,5.3105,0.718683,-0.556498,2.10275
-176.974,14.1585,5.3105,1.02961,-0.515418,1.9905
180,14.1585,5.3105,0.229838,-0.205403,1.91506
177.461,13.8678,5.50157,0.318413,0.167683,1.72676
176.878,13.8678,5.50157,0.995558,0.573908,1.23135
175.933,13.8678,5.50157,0.644921,0.766941,1.83733
173.689,13.2677,-4.09924,0.404546,0.816574,1.37292
172.841,13.2677,-4.09924,0.211207,0.354149,0.870178
172.285,13.2677,-4.09924,0.203724,0.178678,0.707535
170.515,13.2677,-4.09924,-0.133321,0.164781,0.574519
169.758,13.9235,2.12155,0.0606284,0.149357,0.180663
170.629,13.9235,2.12155,0.209069,0.0450513,-0.213497
171.614,13.9235,2.12155,0.249844,-0.14676,-0.477238
172.892,13.9235,2.12155,0.129198,-0.163559,-0.691194
173.387,11.4323,-2.22734,0.0820087,-0.447764,-0.983951
175.759,11.4323,-2.22734,0.230449,-0.536951,-2.04823
-179.866,11.4323,-2.22734,0.337808,-0.508698,-3.19574
-174.923,11.4323,-2.22734,0.338267,-0.922101,-2.59694
-168.889,18.7382,-25.5805,0.544128,-0.97265,-3.92206
-158.762,18.7382,-25.5805,1.39995,-0.726166,-5.00421
-149.888,18.7382,-25.5805,1.0878,-0.434172,-4.89517
-145.704,18.7382,-25.5805,0.0923934,-1.15896,-3.02195
-140.353,14.743,9.0099,-0.477849,-1.6191,-4.8124
-136.102,14.743,9.0099,-0.679588,-1.4954,-5.00421
-127.885,14.743,9.0099,-0.535271,-1.06947,-4.97718
-123.232,14.743,9.0099,-1.11193,-1.2509,-3.73407
-120.376,10.0781,16.0506,-0.913091,-1.25044,-4.1661
-115.33,10.0781,16.0506,-0.459371,-1.26357,-4.29851
-111.536,10.0781,16.0506,-0.333838,-1.30664,-3.82707
-106.784,10.0781,16.0506,-0.406378,-0.313068,-3.79867
-102.76,-2.9012,17.2113,-0.669356,-0.394008,-3.30799
-98.4353,-2.9012,17.2113,-0.830471,-1.07237,-3.98101
-96.87,-2.9012,17.2113,-0.54535,-0.546266,-2.73805
-93.4613,-2.9012,17.2113,-0.394619,0.217468,-1.92407
-89.7666,-2.13863,17.3699,0.0192423,0.454942,-2.31197
-86.8779,-2.13863,17.3699,0.604757,0.201127,-1.86222
-84.2321,-2.13863,17.3699,0.570548,-0.0707076,-1.64002
-81.408,-2.13863,17.3699,1.48043,0.764803,-1.97859
-76.7722,-9.6936,42.3391,0.36881,0.719294,-2.17147
-72.5468,-9.6936,42.3391,0.545503,0.459523,-2.86847
-69.8845,-9.6936,42.3391,0.446695,0.0484111,-2.11787
-68.6696,-9.6936,42.3391,0.305738,-0.167683,-1.83718
-65.4184,1.06892,9.88239,0.0691805,-0.385456,-3.1739
-60.7277,1.06892,9.88239,-0.139277,-0.370184,-3.47643
-55.9036,1.06892,9.88239,0.085063,-0.227547,-2.89993
-52.2936,1.06892,9.88239,0.089339,-0.475253,-2.59312
-49.1376,-14.5861,16.5985,0.0320704,-0.0899499,-2.15147
-45.4869,-14.5861,16.5985,-0.0743728,0.341779,-2.3503
-41.6432,-14.5861,16.5985,-0.184329,0.510531,-2.3642
-36.9164,-13.8878,20.2855,-0.317955,0.202349,-2.52562
-34.9248,-13.8878,20.2855,-0.546419,-0.0719294,-2.29487
-31.5302,-13.8878,20.2855,-0.571464,0.123395,-1.85413
-28.325,-13.8878,20.2855,-0.606436,0.307571,-1.80343
-25.2328,-24.1129,-2.12844,-0.0784962,0.213803,-1.36284
-23.2302,-24.1129,-2.12844,0.263283,0.0496328,-1.52426
-21.3561,-24.1129,-2.12844,0.182496,0.157603,-1.13957
-20.8597,-24.1129,-2.12844,0.259312,0.357509,-0.23839
-20.6807,-18.6739,-4.54373,0.260687,0.257632,0.115454
-20.3892,-18.6739,-4.54373,0.221744,-0.160199,-0.196393
-20.6116,-18.6739,-4.54373,0.118813,-0.0499382,-0.0572686
-21.1648,-18.6739,-4.54373,0.0968221,0.132252,0.522595
-21.8014,-19.4469,16.2582,0.289397,0.129045,0.426842
-23.0148,-19.4469,16.2582,0.150884,0.191201,1.30908
-25.3298,-19.4469,16.2582,0.385609,0.282983,1.52884
-28.0523,-19.4469,16.2582,0.0364992,0.0687223,1.89445
-32.5581,-23.1213,22.4372,0.112552,0.0299324,3.07891
